Specimen,BreakNo,ep1,ep2,ep1_x,ep1_y,ep1_z,ep2_x,ep2_y,ep2_z
MN10AA3204,3,2,3,50.6067,20.6829,-82.1032,72.0955,24.5204,-65.0121
MN10AA3204,4,3,4,72.0955,24.5204,-65.0121,73.3651,23.9442,-50.421
MN10AA3204,5,4,5,73.3651,23.9442,-50.421,74.3983,25.0183,-32.0841
MN10AA3204,6,5,0,74.3983,25.0183,-32.0841,68.049,17.4577,-18.5326
MN10AA3205,1,0,1,57.4817,17.4211,-45.3821,54.4349,18.0519,-80.0023
MN10AA3205,2,1,2,54.4349,18.0519,-80.0023,73.4348,19.7679,-51.5463
MN10AA3205,3,2,3,73.4348,19.7679,-51.5463,65.4762,13.0119,-32.6284
MN10AA3205,4,3,4,65.4762,13.0119,-32.6284,61.2136,14.7516,-36.3089
MN10AA3205,5,4,0,61.2136,14.7516,-36.3089,57.4817,17.4211,-45.3821
MN10AA3302,1,0,1,71.402,23.0203,-70.4781,55.2408,16.6632,-27.0577
MN10AA3302,2,1,2,55.2408,16.6632,-27.0577,48.1765,27.0202,-47.4273
MN10AA3302,3,2,3,48.1765,27.0202,-47.4273,54.3714,14.0861,-116.259
MN10AA3302,4,3,4,54.3714,14.0861,-116.259,68.4384,24.369,-112.179
MN10AA3302,5,4,5,68.4384,24.369,-112.179,72.8206,29.297,-91.4297
MN10AA3302,6,5,6,72.8206,29.297,-91.4297,71.8076,24.7094,-78.8207
MN10AA3302,7,6,0,71.8076,24.7094,-78.8207,71.402,23.0203,-70.4781
MN10AA3303,1,0,1,60.4873,13.9834,-37.1132,65.1672,13.1749,-124.054
MN10AA3303,2,2,3,51.1342,25.5348,-78.8222,52.3291,25.0765,-91.4254
MN10AA3303,3,1,4,65.1672,13.1749,-124.054,77.9457,17.8672,-114.341
MN10AA3303,4,6,7,84.4773,24.4357,-88.3073,83.7473,23.5939,-75.0418
MN10AA3303,5,5,0,72.037,15.6847,-43.5481,60.4873,13.9834,-37.1132
MN10AA3303,6,8,9,81.8634,21.7916,-64.6786,78.8604,18.9156,-53.6614
MN10AA3303,7,4,5,77.9457,17.8672,-114.341,72.037,15.6847,-43.5481
MN10AA3304,1,0,1,67.7542,19.4044,-95.5649,61.1032,21.0502,-45.4205
MN10AA3304,2,1,2,61.1032,21.0502,-45.4205,48.3653,25.9808,-53.5212
MN10AA3304,3,2,3,48.3653,25.9808,-53.5212,46.3764,24.4795,-75.6097
MN10AA3304,4,3,4,46.3764,24.4795,-75.6097,56.4878,15.5563,-94.0047
MN10AA3304,5,4,5,56.4878,15.5563,-94.0047,63.9648,16.3687,-98.3512
MN10AA3304,6,5,0,63.9648,16.3687,-98.3512,67.7542,19.4044,-95.5649
MN10AA3305,1,0,1,64.3726,25.2519,-42.1027,58.2253,20.3395,-28.342
MN10AA3305,2,1,2,58.2253,20.3395,-28.342,48.3589,21.5685,-42.633
MN10AA3305,3,2,3,48.3589,21.5685,-42.633,43.4239,24.7311,-48.6973
MN10AA3305,4,3,0,43.4239,24.7311,-48.6973,64.3726,25.2519,-42.1027
MN10AA3402,1,0,1,61.5228,23.0444,-13.1038,53.2708,28.433,-68.9741
MN10AA3402,2,1,2,53.2708,28.433,-68.9741,65.8422,20.681,-94.0492
MN10AA3402,3,2,3,65.8422,20.681,-94.0492,72.3842,24.938,-88.9907
MN10AA3402,4,3,4,72.3842,24.938,-88.9907,76.1065,25.8905,-57.0348
MN10AA3402,5,4,5,76.1065,25.8905,-57.0348,74.5682,22.5446,-49.0044
MN10AA3402,6,5,0,74.5682,22.5446,-49.0044,61.5228,23.0444,-13.1038
MN10AA3403,1,0,1,64.0634,18.1839,-19.2584,56.9342,22.0293,-30.3577
MN10AA3403,2,1,2,56.9342,22.0293,-30.3577,60.6935,18.2638,-52.502
MN10AA3403,3,2,3,60.6935,18.2638,-52.502,67.6269,18.3624,-50.0537
MN10AA3403,4,3,4,67.6269,18.3624,-50.0537,65.4189,15.9539,-27.824
MN10AA3403,5,4,0,65.4189,15.9539,-27.824,64.0634,18.1839,-19.2584
MN10AA3404,1,0,1,63.5406,19.5454,-24.1009,63.8598,15.716,-88.0857
MN10AA3404,2,2,3,58.2061,20.5675,-36.6185,54.5387,21.4608,-48.2572
MN10AA3404,3,4,5,52.746,22.2971,-54.6683,53.4211,20.7091,-63.195
MN10AA3404,4,5,6,53.4211,20.7091,-63.195,55.4698,18.4652,-72.4975
MN10AA3404,5,1,7,63.8598,15.716,-88.0857,70.1136,17.3669,-77.0426
MN10AA3404,6,7,8,70.1136,17.3669,-77.0426,71.1186,17.1121,-67.4156
MN10AA3404,7,8,0,71.1186,17.1121,-67.4156,63.5406,19.5454,-24.1009
MN10AA3405,1,0,1,52.1935,18.2369,-17.2122,48.6846,22.4291,-39.0518
MN10AA3405,2,1,2,48.6846,22.4291,-39.0518,50.4698,19.7151,-59.0418
MN10AA3405,3,2,3,50.4698,19.7151,-59.0418,58.8939,20.4159,-52.1096
MN10AA3405,4,3,4,58.8939,20.4159,-52.1096,65.3241,20.7829,-26.2291
MN10AA3405,5,4,5,65.3241,20.7829,-26.2291,64.0986,16.5285,-16.6955
MN10AA3405,6,6,0,58.4694,14.0459,-21.712,52.1935,18.2369,-17.2122
MN10AA3405,7,5,6,64.0986,16.5285,-16.6955,58.4694,14.0459,-21.712
MN11AA0403,1,0,1,51.7291,33.7624,-77.2667,50.6396,30.7584,-150.807
MN11AA0403,2,1,2,50.6396,30.7584,-150.807,57.6094,17.9565,-184.523
MN11AA0403,3,2,3,57.6094,17.9565,-184.523,68.1985,22.5231,-176.857
MN11AA0403,4,3,4,68.1985,22.5231,-176.857,68.9667,23.06,-173.565
MN11AA0403,5,4,5,68.9667,23.06,-173.565,75.9748,27.4102,-101.329
MN11AA0403,6,5,6,75.9748,27.4102,-101.329,78.9052,29.2758,-91.264
MN11AA0403,7,6,7,78.9052,29.2758,-91.264,70.1334,15.603,-43.7316
MN11AA0403,8,7,0,70.1334,15.603,-43.7316,51.7291,33.7624,-77.2667
MN11AA0404,1,0,1,60.2017,21.3817,-104.749,66.109,19.1718,-27.7902
MN11AA0404,2,1,2,66.109,19.1718,-27.7902,50.0972,18.493,-22.8076
MN11AA0404,3,2,3,50.0972,18.493,-22.8076,44.2837,28.507,-70.3946
MN11AA0404,4,3,4,44.2837,28.507,-70.3946,47.1548,22.1344,-98.0847
MN11AA0404,5,4,5,47.1548,22.1344,-98.0847,53.1951,16.9518,-113.771
MN11AA0404,6,5,0,53.1951,16.9518,-113.771,60.2017,21.3817,-104.749
MN11AA0405,1,0,1,45.905,30.995,-93.2063,36.8495,22.6083,-45.036
MN11AA0405,2,1,2,36.8495,22.6083,-45.036,53.1282,22.1487,-21.809
MN11AA0405,3,2,3,53.1282,22.1487,-21.809,55.0675,19.3232,-25.4372
MN11AA0405,4,3,4,55.0675,19.3232,-25.4372,58.0042,23.4333,-81.3133
MN11AA0405,5,4,0,58.0042,23.4333,-81.3133,45.905,30.995,-93.2063
