Specimen,BreakNo,ep1,ep2,ep1_x,ep1_y,ep1_z,ep2_x,ep2_y,ep2_z
MN13AA0413,7,8,9,41.5488,23.5607,-103.561,43.1955,26.631,-82.5729
MN13AA0413,8,9,0,43.1955,26.631,-82.5729,49.2649,16.6458,-18.2973
MN13AA0413,9,3,4,59.2896,18.1241,-128.669,53.4285,19.722,-140.876
MN13AA0414,1,0,1,56.7984,19.1101,-36.9507,56.1748,21.8518,-73.8231
MN13AA0414,2,1,2,56.1748,21.8518,-73.8231,57.4846,19.7499,-110.505
MN13AA0414,3,2,3,57.4846,19.7499,-110.505,50.6223,15.725,-119.195
MN13AA0414,4,3,4,50.6223,15.725,-119.195,46.3328,18.7521,-77.8443
MN13AA0414,5,4,0,46.3328,18.7521,-77.8443,56.7984,19.1101,-36.9507
MN13AA0508,1,0,1,82.7898,15.0708,-28.6607,63.1023,24.547,-42.015
MN13AA0508,2,1,2,63.1023,24.547,-42.015,85.7776,22.5559,-76.259
MN13AA0508,3,2,3,85.7776,22.5559,-76.259,84.6688,17.6314,-32.5157
MN13AA0508,4,3,0,84.6688,17.6314,-32.5157,82.7898,15.0708,-28.6607
MN13AA0606,1,0,1,48.7452,19.4404,-29.4493,50.4835,17.0248,-82.4266
MN13AA0606,2,1,2,50.4835,17.0248,-82.4266,61.3123,15.6151,-82.1272
MN13AA0606,3,2,3,61.3123,15.6151,-82.1272,66.2318,17.6597,-78.1909
MN13AA0606,4,3,4,66.2318,17.6597,-78.1909,68.2214,17.1487,-58.4573
MN13AA0606,5,4,5,68.2214,17.1487,-58.4573,52.2202,17.0698,-21.6014
MN13AA0606,6,5,6,52.2202,17.0698,-21.6014,49.8355,18.446,-24.5289
MN13AA0606,7,6,0,49.8355,18.446,-24.5289,48.7452,19.4404,-29.4493
MN13AA0608,1,0,1,50.9218,13.2553,-17.9397,44.4389,22.8774,-50.6398
MN13AA0608,2,1,2,44.4389,22.8774,-50.6398,63.4795,17.5102,-54.3414
MN13AA0608,3,2,3,63.4795,17.5102,-54.3414,60.8401,23.7852,-49.1554
MN13AA0608,4,3,4,60.8401,23.7852,-49.1554,57.3725,25.1988,-26.7336
MN13AA0608,5,4,0,57.3725,25.1988,-26.7336,50.9218,13.2553,-17.9397
MN13AA0704,1,0,1,31.0327,21.4417,-34.7655,30.2378,26.1812,-61.588
MN13AA0704,2,1,2,30.2378,26.1812,-61.588,62.9694,29.0988,-23.5747
MN13AA0704,3,2,3,62.9694,29.0988,-23.5747,63.6161,27.6349,-10.0451
MN13AA0704,4,3,4,63.6161,27.6349,-10.0451,65.3788,19.8137,-15.4123
MN13AA0704,5,4,5,65.3788,19.8137,-15.4123,46.238,11.3369,-28.1783
MN13AA0704,6,5,0,46.238,11.3369,-28.1783,31.0327,21.4417,-34.7655
MN13AA0705,1,0,1,36.5727,21.2443,-36.4866,57.4839,18.368,-91.166
MN13AA0705,2,5,6,36.2596,20.6221,-55.4662,40.6118,17.8393,-70.73
MN13AA0705,3,1,2,57.4839,18.368,-91.166,55.6131,15.8093,-9.02141
MN13AA0705,4,2,3,55.6131,15.8093,-9.02141,49.0563,16.3429,-12.1104
MN13AA0705,5,4,0,47.1135,16.7105,-14.2151,36.5727,21.2443,-36.4866
MN13AA0705,6,3,4,49.0563,16.3429,-12.1104,47.1135,16.7105,-14.2151
MN13AA0707,1,0,1,37.0882,23.2553,-36.7272,62.0305,26.8576,-19.8831
MN13AA0707,2,1,2,62.0305,26.8576,-19.8831,42.1439,13.8441,-7.20094
MN13AA0707,3,2,3,42.1439,13.8441,-7.20094,32.3692,24.0104,-22.0211
MN13AA0707,4,3,0,32.3692,24.0104,-22.0211,37.0882,23.2553,-36.7272
MN13AA0708,1,0,1,63.3795,19.0624,-50.3428,57.9271,14.3349,-11.0445
MN13AA0708,2,1,2,57.9271,14.3349,-11.0445,50.6734,14.2887,-11.1132
MN13AA0708,3,2,3,50.6734,14.2887,-11.1132,42.766,21.3493,-44.0408
MN13AA0708,4,3,4,42.766,21.3493,-44.0408,44.5895,20.8923,-48.3119
MN13AA0708,5,4,5,44.5895,20.8923,-48.3119,57.4201,19.9051,-64.301
MN13AA0708,6,5,0,57.4201,19.9051,-64.301,63.3795,19.0624,-50.3428
MN13AA0709,1,0,1,52.6674,18.8401,-14.3087,57.4623,14.7207,-53.8325
MN13AA0709,2,1,2,57.4623,14.7207,-53.8325,62.6219,14.2918,-52.073
MN13AA0709,3,2,3,62.6219,14.2918,-52.073,69.0439,20.1106,-32.9608
MN13AA0709,4,3,0,69.0439,20.1106,-32.9608,52.6674,18.8401,-14.3087
MN13AA0710,1,0,1,66.354,18.3199,-40.5203,64.7836,16.4335,-15.0917
MN13AA0710,2,1,2,64.7836,16.4335,-15.0917,61.3455,16.0618,-10.7168
MN13AA0710,3,2,3,61.3455,16.0618,-10.7168,56.181,16.2352,-45.3549
MN13AA0710,4,3,0,56.181,16.2352,-45.3549,66.354,18.3199,-40.5203
MN13AA0712,1,0,1,64.9338,18.7685,-9.87255,61.9018,17.4331,-45.4067
MN13AA0712,2,1,2,61.9018,17.4331,-45.4067,70.403,17.9525,-38.4099
MN13AA0712,3,2,3,70.403,17.9525,-38.4099,70.4691,18.1309,-14.3517
MN13AA0712,4,3,0,70.4691,18.1309,-14.3517,64.9338,18.7685,-9.87255
MN13AA0803,1,0,1,42.7688,25.2287,-32.7867,56.1328,19.2816,-141.838
MN13AA0803,2,1,2,56.1328,19.2816,-141.838,73.3665,25.9721,-103.239
MN13AA0803,3,2,6,73.3665,25.9721,-103.239,72.6194,35.6059,-32.7074
MN13AA0803,4,3,4,71.9679,37.9982,-57.8386,72.0695,36.9215,-48.4859
MN13AA0803,5,4,5,72.0695,36.9215,-48.4859,72.328,36.831,-36.4931
MN13AA0803,6,6,7,72.6194,35.6059,-32.7074,48.4576,15.8513,-19.0365
MN13AA0803,7,7,8,48.4576,15.8513,-19.0365,45.4056,20.9342,-26.5409
MN13AA0803,8,8,0,45.4056,20.9342,-26.5409,42.7688,25.2287,-32.7867
MN13AA0804,1,0,1,36.1398,31.9896,-15.385,37.3439,32.9777,-50.6014
MN13AA0804,2,1,2,37.3439,32.9777,-50.6014,40.8926,36.1457,-138.267
MN13AA0804,3,2,3,40.8926,36.1457,-138.267,41.252,32.0232,-155.536
MN13AA0804,4,3,4,41.252,32.0232,-155.536,54.7657,23.4769,-187.568
MN13AA0804,5,4,5,54.7657,23.4769,-187.568,71.5715,36.9063,-130.887
MN13AA0804,6,5,6,71.5715,36.9063,-130.887,69.4868,37.2237,-106.005
MN13AA0804,7,6,7,69.4868,37.2237,-106.005,67.6877,31.7083,-66.9474
MN13AA0804,8,7,8,67.6877,31.7083,-66.9474,49.2334,15.559,-17.4888
MN13AA0804,9,8,9,49.2334,15.559,-17.4888,40.5302,21.6002,-15.203
MN13AA0804,10,9,0,40.5302,21.6002,-15.203,36.1398,31.9896,-15.385
MN13AA0805,1,0,1,63.2772,18.0231,-97.2815,39.6152,18.8222,-13.0823
MN13AA0805,2,1,2,39.6152,18.8222,-13.0823,31.0725,25.7269,-67.9705
MN13AA0805,3,2,3,31.0725,25.7269,-67.9705,59.4539,18.104,-94.5119
MN13AA0805,4,3,0,59.4539,18.104,-94.5119,63.2772,18.0231,-97.2815
MN13AA0904,1,0,3,48.0638,31.9437,-179.891,36.9022,19.1539,-24.1105
MN13AA0904,2,1,2,41.0335,30.3653,-34.3328,40.4967,27.4198,-25.7786
MN13AA0904,3,3,4,36.9022,19.1539,-24.1105,19.5964,36.7744,-86.9475
MN13AA0904,4,4,7,19.5964,36.7744,-86.9475,18.1392,14.9631,-237.482
MN13AA0904,5,7,8,18.1392,14.9631,-237.482,46.5327,26.4136,-196.827
MN13AA0904,6,8,0,46.5327,26.4136,-196.827,48.0638,31.9437,-179.891
MN13AA0904,7,5,6,20.6232,37.1989,-117.22,21.5173,37.366,-165.061
MN13AA0907,1,0,1,18.0234,39.0992,-104.101,30.1947,11.7626,-182.618
MN13AA0907,2,2,3,38.0692,14.9586,-183.822,42.8406,18.722,-182.704
MN13AA0907,3,3,4,42.8406,18.722,-182.704,45.8349,31.9865,-171.127
MN13AA0907,4,4,5,45.8349,31.9865,-171.127,41.6546,41.0337,-158.199
MN13AA0907,5,5,6,41.6546,41.0337,-158.199,53.1551,37.4151,-72.3914
MN13AA0907,6,6,7,53.1551,37.4151,-72.3914,50.7396,27.078,-61.6061
MN13AA0907,7,7,8,50.7396,27.078,-61.6061,44.9034,14.4673,-40.3966
MN13AA0907,8,8,9,44.9034,14.4673,-40.3966,31.6312,31.3236,-57.9359
MN13AA0907,9,9,10,31.6312,31.3236,-57.9359,16.0499,39.0032,-73.7525
MN13AA0907,10,10,11,16.0499,39.0032,-73.7525,17.6265,38.8007,-97.034
MN13AA0907,11,11,0,17.6265,38.8007,-97.034,18.0234,39.0992,-104.101
MN13AA0907,12,1,2,30.1947,11.7626,-182.618,38.0692,14.9586,-183.822
MN13AA0909,1,0,1,12.166,22.0853,-67.4142,11.9811,20.374,-106.595
MN13AA0909,2,1,2,11.9811,20.374,-106.595,19.8197,13.0601,-114.103
MN13AA0909,3,2,3,19.8197,13.0601,-114.103,26.5263,11.6233,-127.252
MN13AA0909,4,3,4,26.5263,11.6233,-127.252,35.6606,19.6461,-135.845
MN13AA0909,5,4,5,35.6606,19.6461,-135.845,33.1396,20.0437,-96.1651
MN13AA0909,6,5,6,33.1396,20.0437,-96.1651,16.7976,16.8864,-45.3403
MN13AA0909,7,6,0,16.7976,16.8864,-45.3403,12.166,22.0853,-67.4142
MN13AA0911,1,0,1,25.2847,15.1913,-53.5649,26.4734,17.0435,-86.3554
MN13AA0911,2,1,0,26.4734,17.0435,-86.3554,25.2847,15.1913,-53.5649
MN13AA1011,1,0,1,57.7947,24.7162,-9.34579,41.3627,34.3126,-58.5911
MN13AA1011,2,1,2,41.3627,34.3126,-58.5911,44.0839,22.4402,-93.4894
MN13AA1011,3,2,3,44.0839,22.4402,-93.4894,70.6876,31.6672,-96.4226
MN13AA1011,4,3,4,70.6876,31.6672,-96.4226,70.8461,27.3931,-47.949
MN13AA1011,5,4,5,70.8461,27.3931,-47.949,71.586,27.5443,-41.0382
MN13AA1011,6,5,6,71.586,27.5443,-41.0382,71.1941,25.9487,-29.4834
MN13AA1011,7,6,0,71.1941,25.9487,-29.4834,57.7947,24.7162,-9.34579
MN13AA1011,8,7,8,70.0192,24.7184,-24.8667,65.666,22.273,-16.4723
MN13AA1018,1,0,1,61.9262,19.2806,-21.67,49.0802,22.3825,-4.6038
MN13AA1018,2,1,2,49.0802,22.3825,-4.6038,53.4536,20.2666,-45.0896
MN13AA1018,3,2,0,53.4536,20.2666,-45.0896,61.9262,19.2806,-21.67
MN13AA1019,1,0,1,53.0292,15.3692,-26.4369,64.9875,16.164,-53.2268
MN13AA1019,2,1,2,64.9875,16.164,-53.2268,68.6168,14.9576,-20.4916
MN13AA1019,3,2,3,68.6168,14.9576,-20.4916,63.4312,13.5816,-16.5432
MN13AA1019,4,3,4,63.4312,13.5816,-16.5432,54.7859,13.9432,-21.0231
MN13AA1019,5,4,0,54.7859,13.9432,-21.0231,53.0292,15.3692,-26.4369
MN13AA1307,1,0,1,50.9712,26.411,-111.103,69.4821,24.0964,-51.1412
MN13AA1307,2,1,2,69.4821,24.0964,-51.1412,56.7405,22.5957,-24.1195
MN13AA1307,3,2,3,56.7405,22.5957,-24.1195,52.4191,21.9059,-24.8754
MN13AA1307,4,3,4,52.4191,21.9059,-24.8754,48.0114,21.3368,-27.6925
MN13AA1307,5,4,0,48.0114,21.3368,-27.6925,50.9712,26.411,-111.103
MN13AA1307,6,5,6,49.1601,20.4994,-39.9647,52.5077,19.9328,-46.4338
MN13AA1307,7,6,7,52.5077,19.9328,-46.4338,52.1379,19.6492,-54.9122
MN13AA1307,8,7,8,52.1379,19.6492,-54.9122,50.0446,19.6553,-60.9969
MN13AA1309,1,0,1,53.6827,16.6825,-39.8991,49.9785,20.5795,-131.894
MN13AA1309,2,1,2,49.9785,20.5795,-131.894,65.4167,16.6631,-117.053
MN13AA1309,3,2,3,65.4167,16.6631,-117.053,54.8013,23.4006,-34.2888
MN13AA1309,4,3,4,54.8013,23.4006,-34.2888,54.841,21.5053,-34.6601
MN13AA1309,5,4,0,54.841,21.5053,-34.6601,53.6827,16.6825,-39.8991
MN13AA1309,6,5,6,47.9554,20.9273,-117.263,47.8678,21.0388,-121.471
MN13AA1311,1,0,1,61.9456,20.2374,-32.847,70.4735,20.0673,-106.618
MN13AA1311,2,1,2,70.4735,20.0673,-106.618,68.609,21.6512,-122.755
MN13AA1311,3,2,3,68.609,21.6512,-122.755,63.5906,21.4061,-124.187
MN13AA1311,4,3,4,63.5906,21.4061,-124.187,56.5755,21.6207,-122.31
MN13AA1311,5,4,5,56.5755,21.6207,-122.31,47.2779,20.1914,-112.894
MN13AA1311,6,5,6,47.2779,20.1914,-112.894,46.8831,20.888,-102.154
MN13AA1311,7,6,7,46.8831,20.888,-102.154,44.4885,20.9828,-86.0492
MN13AA1311,8,7,8,44.4885,20.9828,-86.0492,44.9345,20.8345,-55.2699
MN13AA1311,9,8,9,44.9345,20.8345,-55.2699,49.8302,21.4187,-52.2934
MN13AA1311,10,9,10,49.8302,21.4187,-52.2934,55.001,20.6612,-36.97
MN13AA1311,11,10,11,55.001,20.6612,-36.97,60.2352,21.131,-32.3832
MN13AA1311,12,11,0,60.2352,21.131,-32.3832,61.9456,20.2374,-32.847
MN13AA1314,1,0,1,59.2522,33.1888,-88.6823,53.2806,30.2433,-47.0645
MN13AA1314,2,1,2,53.2806,30.2433,-47.0645,47.0006,15.6295,-36.1388
MN13AA1314,3,2,3,47.0006,15.6295,-36.1388,45.6569,16.2193,-36.7679
MN13AA1314,4,3,4,45.6569,16.2193,-36.7679,39.1398,23.1555,-84.6582
MN13AA1314,5,4,5,39.1398,23.1555,-84.6582,47.2498,27.9637,-144.302
MN13AA1314,6,5,6,47.2498,27.9637,-144.302,49.425,30.7305,-166.544
MN13AA1314,7,6,7,49.425,30.7305,-166.544,64.4184,29.3331,-183.375
MN13AA1314,8,7,0,64.4184,29.3331,-183.375,59.2522,33.1888,-88.6823
MN13AA1314,9,8,9,68.1675,24.8854,-154.413,68.862,24.5742,-147.557
MN13AA1407,1,0,1,14.1756,-4.1887,-35.4729,11.756,-0.560101,-64.5728
MN13AA1407,2,6,0,5.32942,18.6342,50.5999,14.1756,-4.1887,-35.4729
MN13AA1407,3,5,6,-4.86014,19.0779,65.9092,5.32942,18.6342,50.5999
MN13AA1407,4,4,5,-13.0538,-11.1835,-44.7223,-4.86014,19.0779,65.9092
MN13AA1407,5,3,4,-13.3176,-2.83382,-50.3275,-13.0538,-11.1835,-44.7223
MN13AA1407,6,2,3,4.42352,10.4814,-69.0875,-13.3176,-2.83382,-50.3275
MN13AA1407,7,1,2,11.756,-0.560101,-64.5728,4.42352,10.4814,-69.0875
MN13AA1409,1,0,1,-5.74242,-2.58807,-54.4367,6.86591,-10.1578,9.0888
MN13AA1409,2,4,0,10.1832,8.82398,-55.6071,-5.74242,-2.58807,-54.4367
MN13AA1409,3,3,4,-3.92139,11.5161,18.7723,10.1832,8.82398,-55.6071
MN13AA1409,4,2,3,5.73032,-2.75529,53.32,-3.92139,11.5161,18.7723
MN13AA1409,5,1,2,6.86591,-10.1578,9.0888,5.73032,-2.75529,53.32
MN13AA1411,1,0,1,59.2833,18.3569,-108.111,72.8828,21.8986,-43.0198
MN13AA1411,2,4,0,44.823,20.5975,-51.5301,59.2833,18.3569,-108.111
MN13AA1411,3,2,3,50.5304,14.4063,-23.6985,43.7496,19.496,-44.8075
MN13AA1411,4,1,2,72.8828,21.8986,-43.0198,50.5304,14.4063,-23.6985
MN13AA1411,5,3,4,43.7496,19.496,-44.8075,44.823,20.5975,-51.5301
MN13AA1412,1,0,1,71.0816,20.0365,-68.0948,63.2533,18.5728,-20.3192
MN13AA1412,2,1,2,63.2533,18.5728,-20.3192,42.7898,19.9557,-88.0157
MN13AA1412,3,5,0,68.6503,17.8105,-69.1358,71.0816,20.0365,-68.0948
MN13AA1412,4,4,5,57.618,13.7806,-73.1197,68.6503,17.8105,-69.1358
MN13AA1412,5,3,4,48.676,14.994,-82.5805,57.618,13.7806,-73.1197
MN13AA1412,6,2,3,42.7898,19.9557,-88.0157,48.676,14.994,-82.5805
MN13AA1413,1,0,1,50.4375,27.482,-68.4534,55.9476,25.2749,-92.5985
MN13AA1413,2,5,0,48.0988,21.1516,-22.577,50.4375,27.482,-68.4534
MN13AA1413,3,4,5,60.9439,20.2825,-26.4077,48.0988,21.1516,-22.577
MN13AA1413,4,3,4,66.8076,22.7244,-29.5828,60.9439,20.2825,-26.4077
MN13AA1413,5,2,3,71.8825,16.7245,-62.472,66.8076,22.7244,-29.5828
MN13AA1413,6,1,2,55.9476,25.2749,-92.5985,71.8825,16.7245,-62.472
MN13AA1414,1,0,1,54.7458,14.7543,-26.3725,65.8306,22.5705,-96.1738
MN13AA1414,2,1,2,65.8306,22.5705,-96.1738,72.6895,14.367,-75.7027
MN13AA1414,3,2,3,72.6895,14.367,-75.7027,71.8301,24.2674,-35.6878
MN13AA1414,4,3,4,71.8301,24.2674,-35.6878,64.9153,20.2227,-27.0997
MN13AA1414,5,4,0,64.9153,20.2227,-27.0997,54.7458,14.7543,-26.3725
MN13AA1414,6,5,6,54.6877,23.7844,-70.9141,59.2279,23.8396,-81.6175
MN13AA1415,1,0,1,64.0896,30.6583,-55.9146,69.8851,17.28,-28.428
MN13AA1415,2,1,2,69.8851,17.28,-28.428,52.248,18.1968,-34.7208
MN13AA1415,3,2,3,52.248,18.1968,-34.7208,51.1856,19.3564,-33.4974
MN13AA1415,4,3,4,51.1856,19.3564,-33.4974,51.0182,21.5739,-28.7421
MN13AA1415,5,4,5,51.0182,21.5739,-28.7421,48.1295,22.0528,-34.2682
MN13AA1415,6,5,6,48.1295,22.0528,-34.2682,49.5303,19.525,-37.94
MN13AA1415,7,6,7,49.5303,19.525,-37.94,49.6178,18.8921,-38.3634
MN13AA1415,8,7,0,49.6178,18.8921,-38.3634,64.0896,30.6583,-55.9146
MN13AA1416,1,0,1,56.8667,17.7866,-38.9265,68.5923,22.2889,-74.7278
MN13AA1416,2,1,2,68.5923,22.2889,-74.7278,72.0319,19.3928,-33.1567
MN13AA1416,3,2,3,72.0319,19.3928,-33.1567,68.1499,18.2916,-24.2565
MN13AA1416,4,3,0,68.1499,18.2916,-24.2565,56.8667,17.7866,-38.9265
MN13AA1425,1,0,1,68.7971,20.4348,-46.1413,57.6697,28.8132,-14.5846
MN13AA1425,2,1,2,57.6697,28.8132,-14.5846,53.2297,24.0656,-49.1281
MN13AA1425,3,2,3,53.2297,24.0656,-49.1281,65.0185,21.8264,-49.6608
MN13AA1425,4,3,0,65.0185,21.8264,-49.6608,68.7971,20.4348,-46.1413
MN13AA1428,1,0,1,45.4835,19.6047,-26.6705,53.6242,14.4799,-56.1438
MN13AA1428,2,1,2,53.6242,14.4799,-56.1438,71.4556,19.218,-28.95
MN13AA1428,3,2,3,71.4556,19.218,-28.95,70.429,18.4653,-19.2696
MN13AA1428,4,3,0,70.429,18.4653,-19.2696,45.4835,19.6047,-26.6705
MN13AA1504,1,0,3,52.8536,35.4537,-21.3536,80.0703,31.4658,-73.0106
MN13AA1504,2,1,2,59.9883,40.1049,-102.113,75.5513,37.3405,-102.084
MN13AA1504,3,3,4,80.0703,31.4658,-73.0106,72.1121,23.2246,-58.1526
MN13AA1504,4,4,5,72.1121,23.2246,-58.1526,58.9387,19.5095,-44.8259
MN13AA1504,5,5,0,58.9387,19.5095,-44.8259,52.8536,35.4537,-21.3536
MN13AA1504,6,8,9,65.3716,14.649,-175.223,64.5188,39.2799,-195.788
MN13AA1504,7,9,10,64.5188,39.2799,-195.788,50.1557,35.2729,-179.745
MN13AA1504,8,10,8,50.1557,35.2729,-179.745,65.3716,14.649,-175.223
MN13AA1504,9,6,7,48.9321,28.8598,-151.037,53.0604,17.1168,-155.883
MN13AA1505,1,0,4,50.9155,34.6177,-41.4992,51.9978,25.975,-195.602
MN13AA1505,2,1,2,47.7344,41.8948,-98.8679,49.4147,38.8519,-129.823
MN13AA1505,3,2,3,49.4147,38.8519,-129.823,46.7207,40.7147,-156.722
MN13AA1505,4,5,6,69.485,27.3746,-190.152,77.9109,43.8922,-113.25
MN13AA1505,5,6,7,77.9109,43.8922,-113.25,75.5423,38.6336,-85.6796
MN13AA1505,6,7,8,75.5423,38.6336,-85.6796,71.5743,34.8205,-64.6755
MN13AA1505,7,8,9,71.5743,34.8205,-64.6755,66.0377,33.2369,-45.5598
MN13AA1505,8,4,5,51.9978,25.975,-195.602,69.485,27.3746,-190.152
MN13AA1505,9,10,11,72.1793,30.787,-67.5877,57.9881,14.2529,-34.5591
MN13AA1505,10,11,12,57.9881,14.2529,-34.5591,50.8244,26.2431,-27.7103
MN13AA1505,11,12,0,50.8244,26.2431,-27.7103,50.9155,34.6177,-41.4992
MN13AA1506,1,0,1,48.0065,25.0924,-30.065,66.9072,24.0885,-79.0504
MN13AA1506,2,1,2,66.9072,24.0885,-79.0504,73.0817,30.4737,-44.2783
MN13AA1506,3,2,3,73.0817,30.4737,-44.2783,73.3344,25.1293,-36.2722
MN13AA1506,4,3,0,73.3344,25.1293,-36.2722,48.0065,25.0924,-30.065
MN13AA1507,1,0,1,70.4963,19.6775,-72.2765,61.8236,14.1658,-26.3046
MN13AA1507,2,1,2,61.8236,14.1658,-26.3046,54.3975,14.145,-29.0343
MN13AA1507,3,2,3,54.3975,14.145,-29.0343,45.1595,17.4785,-45.0882
MN13AA1507,4,3,4,45.1595,17.4785,-45.0882,49.9818,19.2834,-70.6072
MN13AA1507,5,4,5,49.9818,19.2834,-70.6072,65.7739,20.4895,-80.9272
MN13AA1507,6,5,0,65.7739,20.4895,-80.9272,70.4963,19.6775,-72.2765
MN13AA1605,1,0,1,67.8793,32.6959,-100.219,68.434,30.7927,-41.7891
MN13AA1605,2,1,2,68.434,30.7927,-41.7891,60.0062,19.6392,-19.8737
MN13AA1605,3,2,3,60.0062,19.6392,-19.8737,46.6024,26.1183,-30.74
MN13AA1605,4,3,4,46.6024,26.1183,-30.74,45.2042,30.3974,-42.877
MN13AA1605,5,4,5,45.2042,30.3974,-42.877,46.1223,31.1914,-124.88
MN13AA1605,6,5,6,46.1223,31.1914,-124.88,46.5016,27.2624,-145.149
MN13AA1605,7,6,7,46.5016,27.2624,-145.149,68.3403,23.1987,-130.605
MN13AA1605,8,7,0,68.3403,23.1987,-130.605,67.8793,32.6959,-100.219
MN13AA1612,1,0,1,53.0439,18.8745,-41.2034,61.4925,15.9989,-56.1823
MN13AA1612,2,1,2,61.4925,15.9989,-56.1823,68.937,20.4721,-52.1923
MN13AA1612,3,2,3,68.937,20.4721,-52.1923,71.5532,19.3539,-27.101
MN13AA1612,4,3,4,71.5532,19.3539,-27.101,68.9265,16.4455,-27.1118
MN13AA1612,5,4,0,68.9265,16.4455,-27.1118,53.0439,18.8745,-41.2034
MN14AA0109,1,0,1,68.5874,20.1852,-35.9283,65.8387,21.463,-66.4639
MN14AA0109,2,1,2,65.8387,21.463,-66.4639,62.0443,21.2788,-68.6743
MN14AA0109,3,2,3,62.0443,21.2788,-68.6743,53.7306,20.6846,-61.1235
MN14AA0109,4,3,4,53.7306,20.6846,-61.1235,51.4744,24.2095,-29.5242
MN14AA0109,5,4,5,51.4744,24.2095,-29.5242,60.1471,22.035,-28.6413
MN14AA0109,6,5,0,60.1471,22.035,-28.6413,68.5874,20.1852,-35.9283
MN14AA0110,1,0,1,52.9746,17.1023,-91.6031,60.7724,18.4823,-35.4778
MN14AA0110,2,2,3,61.6468,19.4501,-44.2085,62.2547,19.6804,-50.4627
MN14AA0110,3,4,5,57.0435,20.1008,-87.532,54.6646,18.2801,-89.663
MN14AA0110,4,5,0,54.6646,18.2801,-89.663,52.9746,17.1023,-91.6031
MN14AA0110,5,1,4,60.7724,18.4823,-35.4778,57.0435,20.1008,-87.532
MN14AA0112,1,0,1,69.8242,15.7246,-26.9397,73.0476,22.079,-46.13
MN14AA0112,2,1,2,73.0476,22.079,-46.13,64.6795,27.3031,-76.7013
MN14AA0112,3,2,3,64.6795,27.3031,-76.7013,57.5334,14.6577,-79.216
MN14AA0112,4,3,4,57.5334,14.6577,-79.216,53.1302,13.0923,-63.0919
MN14AA0112,5,4,5,53.1302,13.0923,-63.0919,52.2024,27.6266,-27.8713
MN14AA0112,6,5,6,52.2024,27.6266,-27.8713,67.2097,18.7436,-23.418
MN14AA0112,7,6,0,67.2097,18.7436,-23.418,69.8242,15.7246,-26.9397
MN14AA0114,1,0,1,44.502,21.4266,-60.048,41.8986,18.3854,-38.0814
MN14AA0114,2,1,2,41.8986,18.3854,-38.0814,54.8124,18.117,-25.897
MN14AA0114,3,2,0,54.8124,18.117,-25.897,44.502,21.4266,-60.048
MN14AA0115,1,0,1,45.9662,23.1181,-68.9917,42.785,18.6344,-22.7882
MN14AA0115,2,1,2,42.785,18.6344,-22.7882,62.8923,17.7206,-35.1753
MN14AA0115,3,2,0,62.8923,17.7206,-35.1753,45.9662,23.1181,-68.9917
MN14AA0116,1,0,1,64.8385,14.1216,-40.6753,58.369,22.1704,-67.0763
MN14AA0116,2,1,2,58.369,22.1704,-67.0763,53.3627,21.907,-64.6497
MN14AA0116,3,2,3,53.3627,21.907,-64.6497,48.869,18.3388,-23.4752
MN14AA0116,4,3,4,48.869,18.3388,-23.4752,60.5866,13.9574,-34.1108
MN14AA0116,5,4,0,60.5866,13.9574,-34.1108,64.8385,14.1216,-40.6753
MN14AA0118,1,0,1,55.9413,18.9962,-58.9461,51.697,19.008,-47.707
MN14AA0118,2,3,4,55.8753,22.6661,-27.7,64.3519,18.8661,-37.1004
MN14AA0118,3,4,0,64.3519,18.8661,-37.1004,55.9413,18.9962,-58.9461
MN14AA0118,4,1,2,51.697,19.008,-47.707,51.3975,21.4101,-36.2656
MN14AA0118,5,2,3,51.3975,21.4101,-36.2656,55.8753,22.6661,-27.7
MN14AA0203,1,4,1,64.1646,27.5269,-134.39,62.5476,27.6974,-15.5482
MN14AA0203,2,1,2,62.5476,27.6974,-15.5482,67.9118,20.99,-26.1307
MN14AA0203,3,2,3,67.9118,20.99,-26.1307,76.6023,13.9879,-119.125
MN14AA0203,4,3,4,76.6023,13.9879,-119.125,64.1646,27.5269,-134.39
MN14AA0203,5,5,0,39.488,18.1211,-104.694,35.3035,15.9342,-70.9585
MN14AA0203,6,6,7,37.4966,17.4584,-94.2933,36.4536,16.6831,-83.592
MN14AA0204,1,0,1,42.0367,16.8997,-104.403,51.4413,25.7656,-28.8488
MN14AA0204,2,1,2,51.4413,25.7656,-28.8488,76.7847,14.3171,-109.414
MN14AA0204,3,2,3,76.7847,14.3171,-109.414,43.8788,23.1584,-113.133
MN14AA0204,4,3,0,43.8788,23.1584,-113.133,42.0367,16.8997,-104.403
MN14AA0205,1,0,1,59.2241,15.3109,-111.946,54.5218,15.0216,-90.0915
MN14AA0205,2,1,2,54.5218,15.0216,-90.0915,53.2368,23.2337,-71.2253
MN14AA0205,3,2,3,53.2368,23.2337,-71.2253,50.2494,21.6106,-52.8669
MN14AA0205,4,3,4,50.2494,21.6106,-52.8669,62.9906,26.6118,-30.5311
MN14AA0205,5,4,5,62.9906,26.6118,-30.5311,77.7803,14.6059,-24.5559
MN14AA0205,6,6,7,75.7981,23.6573,-49.7436,73.1719,26.4651,-58.2729
MN14AA0205,7,11,0,61.7196,23.3942,-115.729,59.2241,15.3109,-111.946
MN14AA0205,8,7,8,73.1719,26.4651,-58.2729,71.4406,28.2851,-68.2908
