Agent,Epiphysis,Length(mm),Interval(length),Number_of_planes,Notch,Notch_a,Notch_c,Notch_d,Fracture_plane,Angle,Type_of_angle,>4cm
carnivore,2,69,60-69mm,2,Absent,Absent,Absent,Absent,Longitudinal,93,Right,Present
carnivore,2,69,60-69mm,4,Absent,Absent,Absent,Absent,Longitudinal,80,Acute,Absent
carnivore,2,69,60-69mm,4,Absent,Absent,Absent,Absent,Oblique,100,Obtuse,Absent
carnivore,2,69,60-69mm,4,Absent,Absent,Absent,Absent,Oblique,118,Obtuse,Absent
carnivore,2,69,60-69mm,4,Present,Present,Absent,Absent,Oblique,70,Acute,Absent
carnivore,2,69,60-69mm,4,Present,Present,Absent,Absent,Oblique,93,Right,Absent
carnivore,2,69,60-69mm,4,Present,Present,Absent,Absent,Oblique,95,Right,Absent
carnivore,2,69,60-69mm,4,Present,Present,Absent,Absent,Oblique,117,Obtuse,Absent
carnivore,2,69,60-69mm,4,Absent,Absent,Absent,Absent,Longitudinal,86,Right,Present
carnivore,2,70,70-79mm,2,Present,Absent,Absent,Absent,Longitudinal,94,Right,Absent
carnivore,2,70,70-79mm,2,Present,Absent,Absent,Absent,Oblique,78,Acute,Present
carnivore,2,71,70-79mm,2,Present,Absent,Absent,Absent,Longitudinal,44,Acute,Absent
carnivore,2,71,70-79mm,2,Present,Absent,Absent,Absent,Longitudinal,86,Right,Present
carnivore,2,71,70-79mm,3,Absent,Absent,Absent,Absent,Longitudinal,67,Acute,Absent
carnivore,2,71,70-79mm,3,Absent,Absent,Absent,Absent,Longitudinal,74,Acute,Absent
carnivore,2,71,70-79mm,3,Absent,Absent,Absent,Absent,Oblique,86,Right,Present
carnivore,2,73,70-79mm,1,Present,Absent,Present,Absent,Longitudinal,115,Obtuse,Present
carnivore,2,73,70-79mm,2,Present,Present,Absent,Absent,Oblique,61,Acute,Absent
carnivore,2,73,70-79mm,2,Present,Present,Absent,Absent,Oblique,68,Acute,Absent
carnivore,2,73,70-79mm,2,Absent,Absent,Absent,Absent,Longitudinal,74,Acute,Present
carnivore,2,73,70-79mm,2,Absent,Absent,Absent,Absent,Longitudinal,89,Right,Present
carnivore,2,73,70-79mm,3,Absent,Absent,Absent,Absent,Oblique,80,Acute,Absent
carnivore,2,73,70-79mm,3,Absent,Absent,Absent,Absent,Oblique,69,Acute,Present
carnivore,2,73,70-79mm,3,Absent,Absent,Absent,Absent,Longitudinal,78,Acute,Present
carnivore,2,75,70-79mm,2,Absent,Absent,Absent,Absent,Oblique,70,Acute,Present
carnivore,2,75,70-79mm,2,Absent,Absent,Absent,Absent,Oblique,87,Right,Present
carnivore,2,76,70-79mm,2,Absent,Absent,Absent,Absent,Longitudinal,105,Obtuse,Absent
carnivore,2,76,70-79mm,2,Absent,Absent,Absent,Absent,Longitudinal,73,Acute,Present
carnivore,2,76,70-79mm,2,Present,Present,Absent,Absent,Oblique,55,Acute,Present
carnivore,2,76,70-79mm,2,Present,Present,Absent,Absent,Oblique,127,Obtuse,Present
carnivore,2,77,70-79mm,1,Absent,Absent,Absent,Absent,Longitudinal,87,Right,Present
carnivore,2,77,70-79mm,2,Absent,Absent,Absent,Absent,Oblique,78,Acute,Present
carnivore,2,77,70-79mm,2,Absent,Absent,Absent,Absent,Longitudinal,89,Right,Present
carnivore,2,77,70-79mm,3,Absent,Absent,Absent,Absent,Longitudinal,66,Acute,Absent
carnivore,2,77,70-79mm,3,Absent,Absent,Absent,Absent,Longitudinal,71,Acute,Absent
carnivore,2,77,70-79mm,3,Absent,Absent,Absent,Absent,Oblique,48,Acute,Present
carnivore,2,78,70-79mm,1,Present,Absent,Present,Absent,Oblique,121,Obtuse,Absent
carnivore,2,78,70-79mm,3,Absent,Absent,Absent,Absent,Oblique,75,Acute,Absent
carnivore,2,78,70-79mm,3,Absent,Absent,Absent,Absent,Longitudinal,63,Acute,Present
carnivore,2,78,70-79mm,3,Absent,Absent,Absent,Absent,Longitudinal,77,Acute,Present
carnivore,2,79,70-79mm,1,Present,Absent,Present,Absent,Longitudinal,91,Right,Absent
carnivore,2,79,70-79mm,3,Absent,Absent,Absent,Absent,Oblique,113,Obtuse,Absent
carnivore,2,79,70-79mm,3,Absent,Absent,Absent,Absent,Oblique,85,Right,Present
carnivore,2,79,70-79mm,3,Absent,Absent,Absent,Absent,Longitudinal,90,Right,Present
carnivore,2,80,80-89mm,2,Absent,Absent,Absent,Absent,Oblique,118,Obtuse,Absent
carnivore,2,80,80-89mm,2,Absent,Absent,Absent,Absent,Longitudinal,93,Right,Present
carnivore,2,82,80-89mm,2,Absent,Absent,Absent,Absent,Longitudinal,79,Acute,Absent
carnivore,2,82,80-89mm,2,Absent,Absent,Absent,Absent,Longitudinal,111,Obtuse,Absent
carnivore,2,82,80-89mm,2,Present,Absent,Present,Absent,Oblique,43,Acute,Absent
carnivore,2,82,80-89mm,2,Present,Absent,Present,Absent,Longitudinal,85,Right,Absent
carnivore,2,82,80-89mm,3,Absent,Absent,Absent,Absent,Oblique,58,Acute,Absent
carnivore,2,82,80-89mm,3,Absent,Absent,Absent,Absent,Longitudinal,86,Right,Absent
carnivore,2,82,80-89mm,3,Absent,Absent,Absent,Absent,Longitudinal,75,Acute,Present
carnivore,2,83,80-89mm,2,Absent,Absent,Absent,Absent,Oblique,72,Acute,Absent
carnivore,2,83,80-89mm,2,Absent,Absent,Absent,Absent,Longitudinal,75,Acute,Present
carnivore,2,83,80-89mm,4,Present,Absent,Present,Absent,Oblique,73,Acute,Absent
carnivore,2,83,80-89mm,4,Present,Absent,Present,Absent,Oblique,80,Acute,Absent
carnivore,2,83,80-89mm,4,Present,Absent,Present,Absent,Oblique,87,Right,Present
carnivore,2,83,80-89mm,4,Present,Absent,Present,Absent,Oblique,92,Right,Present
carnivore,2,84,80-89mm,3,Absent,Absent,Absent,Absent,Longitudinal,101,Obtuse,Absent
carnivore,2,84,80-89mm,3,Absent,Absent,Absent,Absent,Oblique,117,Obtuse,Absent
carnivore,2,84,80-89mm,3,Absent,Absent,Absent,Absent,Longitudinal,74,Acute,Present
carnivore,2,86,80-89mm,2,Absent,Absent,Absent,Absent,Oblique,74,Acute,Present
carnivore,2,86,80-89mm,2,Absent,Absent,Absent,Absent,Longitudinal,81,Acute,Present
carnivore,2,86,80-89mm,2,Absent,Absent,Absent,Absent,Longitudinal,85,Right,Present
carnivore,2,86,80-89mm,2,Absent,Absent,Absent,Absent,Oblique,94,Right,Present
carnivore,2,87,80-89mm,1,Present,Absent,Absent,Absent,Oblique,111,Obtuse,Present
carnivore,2,87,80-89mm,3,Present,Absent,Present,Absent,Longitudinal,90,Right,Absent
carnivore,2,87,80-89mm,3,Present,Absent,Present,Absent,Oblique,101,Obtuse,Present
carnivore,2,87,80-89mm,3,Present,Absent,Present,Absent,Longitudinal,127,Obtuse,Present
carnivore,2,88,80-89mm,4,Absent,Absent,Absent,Absent,Longitudinal,67,Acute,Absent
carnivore,2,88,80-89mm,4,Absent,Absent,Absent,Absent,Longitudinal,88,Right,Absent
carnivore,2,88,80-89mm,4,Absent,Absent,Absent,Absent,Oblique,93,Right,Absent
carnivore,2,88,80-89mm,4,Absent,Absent,Absent,Absent,Oblique,61,Acute,Present
carnivore,2,88,80-89mm,4,Absent,Absent,Absent,Absent,Oblique,65,Acute,Present
carnivore,2,88,80-89mm,4,Absent,Absent,Absent,Absent,Oblique,75,Acute,Present
carnivore,2,88,80-89mm,4,Absent,Absent,Absent,Absent,Longitudinal,78,Acute,Present
carnivore,2,88,80-89mm,4,Absent,Absent,Absent,Absent,Oblique,131,Obtuse,Present
carnivore,2,89,80-89mm,1,Absent,Absent,Absent,Absent,Oblique,43,Acute,Absent
carnivore,2,89,80-89mm,2,Absent,Absent,Absent,Absent,Longitudinal,56,Acute,Present
carnivore,2,89,80-89mm,2,Absent,Absent,Absent,Absent,Longitudinal,99,Obtuse,Present
carnivore,2,89,80-89mm,2,Present,Absent,Absent,Present,Longitudinal,72,Acute,Present
carnivore,2,89,80-89mm,2,Present,Absent,Absent,Present,Oblique,134,Obtuse,Present
carnivore,2,90,90-99mm,1,Absent,Absent,Absent,Absent,Longitudinal,90,Right,Present
carnivore,2,90,90-99mm,2,Present,Absent,Present,Absent,Longitudinal,100,Obtuse,Absent
carnivore,2,90,90-99mm,2,Present,Absent,Present,Absent,Longitudinal,106,Obtuse,Absent
carnivore,2,93,90-99mm,2,Absent,Absent,Absent,Absent,Oblique,75,Acute,Present
carnivore,2,93,90-99mm,2,Absent,Absent,Absent,Absent,Longitudinal,98,Obtuse,Present
carnivore,2,93,90-99mm,3,Absent,Absent,Absent,Absent,Longitudinal,68,Acute,Absent
carnivore,2,93,90-99mm,3,Absent,Absent,Absent,Absent,Longitudinal,106,Obtuse,Absent
carnivore,2,93,90-99mm,3,Absent,Absent,Absent,Absent,Oblique,113,Obtuse,Absent
carnivore,2,93,90-99mm,3,Absent,Absent,Absent,Absent,Oblique,55,Acute,Present
carnivore,2,93,90-99mm,3,Absent,Absent,Absent,Absent,Oblique,68,Acute,Present
carnivore,2,93,90-99mm,3,Absent,Absent,Absent,Absent,Longitudinal,87,Right,Present
carnivore,2,95,90-99mm,3,Absent,Absent,Absent,Absent,Oblique,87,Right,Absent
carnivore,2,95,90-99mm,3,Present,Absent,Present,Absent,Oblique,75,Acute,Absent
carnivore,2,95,90-99mm,3,Absent,Absent,Absent,Absent,Longitudinal,93,Right,Present
carnivore,2,95,90-99mm,3,Absent,Absent,Absent,Absent,Longitudinal,136,Obtuse,Present
carnivore,2,95,90-99mm,3,Present,Absent,Present,Absent,Oblique,56,Acute,Present
carnivore,2,95,90-99mm,3,Present,Absent,Present,Absent,Longitudinal,64,Acute,Present
carnivore,2,96,90-99mm,2,Present,Absent,2,Absent,Oblique,89,Right,Absent
carnivore,2,96,90-99mm,2,Present,Absent,2,Absent,Longitudinal,54,Acute,Present
carnivore,2,96,90-99mm,3,Absent,Absent,Absent,Absent,Longitudinal,85,Right,Absent
carnivore,2,96,90-99mm,3,Absent,Absent,Absent,Absent,Longitudinal,92,Right,Absent
carnivore,2,96,90-99mm,3,Absent,Absent,Absent,Absent,Oblique,105,Obtuse,Absent
carnivore,2,98,90-99mm,1,Present,Absent,Present,Absent,Longitudinal,68,Acute,Absent
carnivore,2,98,90-99mm,3,Absent,Absent,Absent,Absent,Longitudinal,88,Right,Absent
carnivore,2,98,90-99mm,3,Absent,Absent,Absent,Absent,Oblique,110,Obtuse,Present
carnivore,2,98,90-99mm,3,Absent,Absent,Absent,Absent,Oblique,111,Obtuse,Present
carnivore,2,99,90-99mm,1,Absent,Absent,Absent,Absent,Oblique,69,Acute,Present
carnivore,2,99,90-99mm,2,Absent,Absent,Absent,Absent,Longitudinal,76,Acute,Present
carnivore,2,99,90-99mm,2,Absent,Absent,Absent,Absent,Longitudinal,83,Acute,Present
carnivore,2,100,100-149mm,2,Present,Absent,Present,Absent,Longitudinal,80,Acute,Absent
carnivore,2,100,100-149mm,2,Present,Absent,Present,Absent,Longitudinal,96,Obtuse,Present
carnivore,2,104,100-149mm,2,Present,Absent,Present,Absent,Longitudinal,78,Acute,Present
carnivore,2,104,100-149mm,2,Present,Absent,Present,Absent,Longitudinal,79,Acute,Present
carnivore,2,107,100-149mm,1,Present,Absent,Absent,Absent,Longitudinal,101,Obtuse,Present
carnivore,2,108,100-149mm,1,Absent,Absent,Absent,Absent,Longitudinal,71,Acute,Present
carnivore,2,108,100-149mm,2,Present,Absent,Absent,Absent,Oblique,70,Acute,Present
carnivore,2,108,100-149mm,2,Present,Absent,Absent,Absent,Longitudinal,87,Right,Present
carnivore,2,109,100-149mm,2,Present,Present,Absent,Absent,Oblique,65,Acute,Present
carnivore,2,109,100-149mm,2,Present,Present,Absent,Absent,Longitudinal,94,Right,Present
carnivore,2,111,100-149mm,3,Absent,Absent,Absent,Absent,Longitudinal,85,Right,Absent
carnivore,2,111,100-149mm,3,Absent,Absent,Absent,Absent,Oblique,141,Obtuse,Absent
carnivore,2,111,100-149mm,3,Absent,Absent,Absent,Absent,Oblique,83,Acute,Present
carnivore,2,114,100-149mm,2,Present,Present,Present,Absent,Longitudinal,85,Right,Present
carnivore,2,114,100-149mm,2,Present,Present,Present,Absent,Oblique,113,Obtuse,Present
carnivore,2,114,100-149mm,3,Present,Absent,Present,Absent,Oblique,94,Right,Absent
carnivore,2,114,100-149mm,3,Present,Absent,Present,Absent,Longitudinal,109,Obtuse,Absent
carnivore,2,114,100-149mm,3,Present,Absent,Present,Absent,Longitudinal,69,Acute,Present
carnivore,2,118,100-149mm,3,Present,Absent,Present,Absent,Longitudinal,79,Acute,Absent
carnivore,2,118,100-149mm,3,Present,Absent,Present,Absent,Longitudinal,84,Acute,Absent
carnivore,2,118,100-149mm,3,Present,Absent,Present,Absent,Oblique,104,Obtuse,Present
carnivore,2,119,100-149mm,4,Absent,Absent,Absent,Absent,Oblique,81,Acute,Absent
carnivore,2,119,100-149mm,4,Absent,Absent,Absent,Absent,Oblique,116,Obtuse,Absent
carnivore,2,119,100-149mm,4,Absent,Absent,Absent,Absent,Longitudinal,84,Acute,Present
carnivore,2,119,100-149mm,4,Absent,Absent,Absent,Absent,Longitudinal,105,Obtuse,Present
carnivore,2,120,100-149mm,1,Present,Absent,Absent,Present,Oblique,68,Acute,Present
carnivore,2,122,100-149mm,2,Absent,Absent,Absent,Absent,Longitudinal,90,Right,Absent
carnivore,2,122,100-149mm,2,Absent,Absent,Absent,Absent,Longitudinal,82,Acute,Present
carnivore,2,126,100-149mm,2,Present,Absent,Absent,Present,Longitudinal,95,Right,Absent
carnivore,2,126,100-149mm,2,Absent,Absent,Absent,Absent,Oblique,103,Obtuse,Present
carnivore,2,126,100-149mm,2,Absent,Absent,Absent,Absent,Oblique,115,Obtuse,Present
carnivore,2,126,100-149mm,2,Present,Absent,Absent,Present,Longitudinal,82,Acute,Present
carnivore,2,127,100-149mm,4,Absent,Absent,Absent,Absent,Oblique,90,Right,Absent
carnivore,2,127,100-149mm,4,Absent,Absent,Absent,Absent,Longitudinal,71,Acute,Present
carnivore,2,127,100-149mm,4,Absent,Absent,Absent,Absent,Longitudinal,96,Obtuse,Present
carnivore,2,127,100-149mm,4,Absent,Absent,Absent,Absent,Oblique,119,Obtuse,Present
carnivore,2,134,100-149mm,4,Absent,Absent,Absent,Absent,Longitudinal,69,Acute,Present
carnivore,2,134,100-149mm,4,Absent,Absent,Absent,Absent,Longitudinal,78,Acute,Present
carnivore,2,134,100-149mm,4,Absent,Absent,Absent,Absent,Oblique,92,Right,Present
carnivore,2,134,100-149mm,4,Absent,Absent,Absent,Absent,Oblique,115,Obtuse,Present
carnivore,2,139,100-149mm,1,Absent,Absent,Absent,Absent,Longitudinal,86,Right,Present
carnivore,2,153,150-199mm,2,Present,Absent,Present,Present,Longitudinal,73,Acute,Present
carnivore,2,153,150-199mm,2,Present,Absent,Present,Present,Longitudinal,88,Right,Present
carnivore,2,187,150-199mm,4,Present,Absent,Absent,Present,Oblique,67,Acute,Absent
carnivore,2,187,150-199mm,4,Present,Absent,Absent,Present,Oblique,78,Acute,Absent
carnivore,2,187,150-199mm,4,Present,Absent,Absent,Present,Longitudinal,79,Acute,Present
carnivore,2,187,150-199mm,4,Present,Absent,Absent,Present,Longitudinal,84,Acute,Present
carnivore,2,193,150-199mm,1,Present,Present,Present,Absent,Longitudinal,102,Obtuse,Present
carnivore,2,197,150-199mm,2,Present,Present,Present,Absent,Longitudinal,70,Acute,Present
carnivore,2,197,150-199mm,2,Present,Present,Present,Absent,Longitudinal,83,Acute,Present
carnivore,3,49,40-49mm,2,Absent,Absent,Absent,Absent,Oblique,97,Obtuse,Absent
carnivore,3,49,40-49mm,2,Absent,Absent,Absent,Absent,Oblique,82,Acute,Present
carnivore,3,54,50-59mm,2,Absent,Absent,Absent,Absent,Oblique,74,Acute,Absent
carnivore,3,54,50-59mm,2,Absent,Absent,Absent,Absent,Longitudinal,91,Right,Absent
carnivore,3,56,50-59mm,2,Present,Absent,Absent,Absent,Oblique,84,Acute,Absent
carnivore,3,56,50-59mm,2,Present,Absent,Absent,Absent,Longitudinal,92,Right,Present
carnivore,3,57,50-59mm,2,Present,Present,Absent,Absent,Longitudinal,80,Acute,Absent
carnivore,3,57,50-59mm,2,Present,Present,Absent,Absent,Oblique,94,Right,Absent
carnivore,3,60,60-69mm,2,Absent,Absent,Absent,Absent,Longitudinal,63,Acute,Absent
carnivore,3,60,60-69mm,2,Absent,Absent,Absent,Absent,Longitudinal,122,Obtuse,Present
carnivore,3,71,70-79mm,1,Absent,Absent,Absent,Absent,Oblique,110,Obtuse,Present
carnivore,3,73,70-79mm,1,Absent,Absent,Absent,Absent,Oblique,115,Obtuse,Present
carnivore,3,73,70-79mm,2,Absent,Absent,Absent,Absent,Oblique,49,Acute,Absent
carnivore,3,73,70-79mm,2,Absent,Absent,Absent,Absent,Oblique,100,Obtuse,Present
carnivore,3,76,70-79mm,2,Present,Absent,Present,Absent,Longitudinal,82,Acute,Absent
carnivore,3,76,70-79mm,2,Absent,Absent,Absent,Absent,Longitudinal,62,Acute,Present
carnivore,3,76,70-79mm,2,Absent,Absent,Absent,Absent,Oblique,74,Acute,Present
carnivore,3,76,70-79mm,2,Present,Absent,Present,Absent,Longitudinal,105,Obtuse,Present
carnivore,3,79,70-79mm,4,Absent,Absent,Absent,Absent,Oblique,71,Acute,Absent
carnivore,3,79,70-79mm,4,Absent,Absent,Absent,Absent,Oblique,80,Acute,Absent
carnivore,3,79,70-79mm,4,Absent,Absent,Absent,Absent,Oblique,111,Obtuse,Absent
carnivore,3,79,70-79mm,4,Absent,Absent,Absent,Absent,Oblique,122,Obtuse,Present
carnivore,3,86,80-89mm,2,Present,Absent,Absent,Absent,Longitudinal,92,Right,Absent
carnivore,3,86,80-89mm,2,Present,Absent,Absent,Absent,Longitudinal,120,Obtuse,Absent
carnivore,3,91,90-99mm,2,Absent,Absent,Absent,Absent,Longitudinal,77,Acute,Present
carnivore,3,91,90-99mm,2,Absent,Absent,Absent,Absent,Oblique,134,Obtuse,Present
carnivore,3,95,90-99mm,3,Absent,Absent,Absent,Absent,Longitudinal,91,Right,Absent
carnivore,3,95,90-99mm,3,Absent,Absent,Absent,Absent,Oblique,97,Obtuse,Absent
carnivore,3,95,90-99mm,3,Absent,Absent,Absent,Absent,Oblique,111,Obtuse,Present
carnivore,3,96,90-99mm,3,Absent,Absent,Absent,Absent,Oblique,77,Acute,Absent
carnivore,3,96,90-99mm,3,Absent,Absent,Absent,Absent,Longitudinal,70,Acute,Present
carnivore,3,96,90-99mm,3,Absent,Absent,Absent,Absent,Oblique,85,Right,Present
carnivore,3,96,90-99mm,4,Absent,Absent,Absent,Absent,Longitudinal,79,Acute,Absent
carnivore,3,96,90-99mm,4,Absent,Absent,Absent,Absent,Oblique,87,Right,Absent
carnivore,3,96,90-99mm,4,Absent,Absent,Absent,Absent,Oblique,70,Acute,Present
carnivore,3,96,90-99mm,4,Absent,Absent,Absent,Absent,Oblique,86,Right,Present
carnivore,3,97,90-99mm,3,Present,Absent,Present,Absent,Oblique,75,Acute,Absent
carnivore,3,97,90-99mm,3,Present,Absent,Present,Absent,Oblique,64,Acute,Present
carnivore,3,97,90-99mm,3,Present,Absent,Present,Absent,Longitudinal,93,Right,Present
carnivore,3,99,90-99mm,3,Absent,Absent,Absent,Absent,Oblique,74,Acute,Absent
carnivore,3,99,90-99mm,3,Absent,Absent,Absent,Absent,Longitudinal,80,Acute,Absent
carnivore,3,99,90-99mm,3,Absent,Absent,Absent,Absent,Longitudinal,97,Obtuse,Present
carnivore,3,104,100-149mm,1,Absent,Absent,Absent,Absent,Longitudinal,84,Acute,Present
carnivore,3,105,100-149mm,1,Absent,Absent,Absent,Absent,Longitudinal,98,Obtuse,Absent
carnivore,3,105,100-149mm,4,Absent,Absent,Absent,Absent,Longitudinal,83,Acute,Absent
carnivore,3,105,100-149mm,4,Absent,Absent,Absent,Absent,Longitudinal,90,Right,Absent
carnivore,3,105,100-149mm,4,Absent,Absent,Absent,Absent,Oblique,108,Obtuse,Absent
carnivore,3,105,100-149mm,4,Absent,Absent,Absent,Absent,Oblique,61,Acute,Present
carnivore,3,110,100-149mm,3,Present,Absent,Present,Absent,Oblique,92,Right,Absent
carnivore,3,110,100-149mm,3,Present,Absent,Present,Absent,Oblique,102,Obtuse,Absent
carnivore,3,110,100-149mm,3,Present,Absent,Present,Absent,Longitudinal,88,Right,Present
carnivore,3,112,100-149mm,2,Present,Present,Absent,Absent,Oblique,98,Obtuse,Present
carnivore,3,112,100-149mm,2,Present,Present,Absent,Absent,Longitudinal,100,Obtuse,Present
carnivore,3,118,100-149mm,2,Present,Present,Absent,Absent,Oblique,48,Acute,Absent
carnivore,3,118,100-149mm,2,Present,Present,Absent,Absent,Longitudinal,77,Acute,Absent
carnivore,3,125,100-149mm,2,Absent,Absent,Absent,Absent,Oblique,98,Obtuse,Absent
carnivore,3,125,100-149mm,2,Absent,Absent,Absent,Absent,Longitudinal,88,Right,Present
carnivore,3,130,100-149mm,3,Present,Absent,Absent,Present,Longitudinal,87,Right,Absent
carnivore,3,130,100-149mm,3,Present,Absent,Absent,Present,Longitudinal,75,Acute,Present
carnivore,3,130,100-149mm,3,Present,Absent,Absent,Present,Oblique,120,Obtuse,Present
carnivore,3,154,150-199mm,4,Absent,Absent,Absent,Absent,Oblique,114,Obtuse,Absent
carnivore,3,154,150-199mm,4,Absent,Absent,Absent,Absent,Oblique,116,Obtuse,Absent
carnivore,3,154,150-199mm,4,Absent,Absent,Absent,Absent,Longitudinal,74,Acute,Present
carnivore,3,154,150-199mm,4,Absent,Absent,Absent,Absent,Longitudinal,91,Right,Present
carnivore,3,164,150-199mm,2,Present,Absent,Absent,Present,Longitudinal,82,Acute,Absent
carnivore,3,164,150-199mm,2,Present,Absent,Absent,Present,Longitudinal,72,Acute,Present
carnivore,3,190,150-199mm,2,Present,Present,Absent,Absent,Oblique,60,Acute,Present
carnivore,3,190,150-199mm,2,Present,Present,Absent,Absent,Longitudinal,61,Acute,Present
carnivore,3,195,150-199mm,5,Present,Absent,Present,Absent,Oblique,27,Acute,Absent
carnivore,3,195,150-199mm,5,Present,Absent,Present,Absent,Oblique,79,Acute,Absent
carnivore,3,195,150-199mm,5,Present,Absent,Present,Absent,Oblique,60,Acute,Present
carnivore,3,195,150-199mm,5,Present,Absent,Present,Absent,Longitudinal,124,Obtuse,Present
carnivore,3,195,150-199mm,5,Present,Absent,Present,Absent,Oblique,159,Obtuse,Present
carnivore,3,260,>199mm,5,Present,Absent,Present,Absent,Oblique,69,Acute,Present
carnivore,3,260,>199mm,5,Present,Absent,Present,Absent,Longitudinal,83,Acute,Present
carnivore,3,260,>199mm,5,Present,Absent,Present,Absent,Longitudinal,86,Right,Present
carnivore,3,260,>199mm,5,Present,Absent,Present,Absent,Longitudinal,94,Right,Present
carnivore,3,260,>199mm,5,Present,Absent,Present,Absent,Longitudinal,100,Obtuse,Present
carnivore,4,76,70-79mm,1,Absent,Absent,Absent,Absent,Oblique,126,Obtuse,Absent
carnivore,4,76,70-79mm,2,Absent,Absent,Absent,Absent,Oblique,108,Obtuse,Absent
carnivore,4,76,70-79mm,2,Absent,Absent,Absent,Absent,Oblique,123,Obtuse,Absent
carnivore,4,79,70-79mm,1,Absent,Absent,Absent,Absent,Oblique,136,Obtuse,Absent
carnivore,4,81,80-89mm,1,Absent,Absent,Absent,Absent,Longitudinal,124,Obtuse,Present
carnivore,4,83,80-89mm,1,Absent,Absent,Absent,Absent,Longitudinal,103,Obtuse,Present
carnivore,4,83,80-89mm,2,Absent,Absent,Absent,Absent,Oblique,49,Acute,Absent
carnivore,4,83,80-89mm,2,Absent,Absent,Absent,Absent,Oblique,53,Acute,Absent
carnivore,4,87,80-89mm,1,Absent,Absent,Absent,Absent,Oblique,92,Right,Absent
carnivore,4,100,100-149mm,1,Absent,Absent,Absent,Absent,Oblique,61,Acute,Absent
carnivore,4,100,100-149mm,2,Present,Absent,Present,Absent,Oblique,63,Acute,Absent
carnivore,4,100,100-149mm,2,Present,Absent,Present,Absent,Longitudinal,100,Obtuse,Present
carnivore,4,111,100-149mm,2,Present,Absent,Present,Absent,Longitudinal,97,Obtuse,Absent
carnivore,4,111,100-149mm,2,Present,Absent,Present,Absent,Oblique,102,Obtuse,Absent
carnivore,4,113,100-149mm,2,Absent,Absent,Absent,Absent,Oblique,61,Acute,Present
carnivore,4,113,100-149mm,2,Absent,Absent,Absent,Absent,Oblique,68,Acute,Present
carnivore,4,118,100-149mm,2,Absent,Absent,Absent,Absent,Oblique,58,Acute,Present
carnivore,4,118,100-149mm,2,Absent,Absent,Absent,Absent,Longitudinal,98,Obtuse,Present
carnivore,4,127,100-149mm,2,Absent,Absent,Absent,Absent,Longitudinal,89,Right,Absent
carnivore,4,127,100-149mm,2,Absent,Absent,Absent,Absent,Oblique,90,Right,Present
carnivore,4,140,100-149mm,1,Absent,Absent,Absent,Absent,Oblique,127,Obtuse,Present
carnivore,4,142,100-149mm,2,Absent,Absent,Absent,Absent,Oblique,140,Obtuse,Absent
carnivore,4,142,100-149mm,2,Absent,Absent,Absent,Absent,Longitudinal,112,Obtuse,Present
carnivore,4,155,150-199mm,1,Absent,Absent,Absent,Absent,Longitudinal,91,Right,Present
carnivore,4,196,150-199mm,2,Present,2,Absent,Absent,Longitudinal,115,Obtuse,Absent
carnivore,4,196,150-199mm,2,Present,2,Absent,Absent,Longitudinal,80,Acute,Present
carnivore,4,201,>199mm,1,Absent,Absent,Absent,Absent,Longitudinal,117,Obtuse,Present
carnivore,4,235,>199mm,2,Present,Present,2,Absent,Longitudinal,122,Obtuse,Present
carnivore,4,235,>199mm,2,Present,Present,2,Absent,Longitudinal,124,Obtuse,Present
carnivore,4,237,>199mm,2,Absent,Absent,Absent,Absent,Longitudinal,29,Acute,Present
carnivore,4,237,>199mm,2,Absent,Absent,Absent,Absent,Longitudinal,97,Obtuse,Present
carnivore,4,260,>199mm,1,Absent,Absent,Absent,Absent,Longitudinal,101,Obtuse,Absent
carnivore,4,264,>199mm,1,Present,Absent,2,Absent,Longitudinal,104,Obtuse,Present
carnivore,4,266,>199mm,1,Present,Absent,Present,Absent,Longitudinal,112,Obtuse,Present
carnivore,4,267,>199mm,3,Absent,Absent,Absent,Absent,Oblique,93,Right,Absent
carnivore,4,267,>199mm,3,Absent,Absent,Absent,Absent,Longitudinal,84,Acute,Present
carnivore,4,267,>199mm,3,Absent,Absent,Absent,Absent,Longitudinal,89,Right,Present
carnivore,Present,40,40-49mm,1,Absent,Absent,Absent,Absent,Oblique,102,Obtuse,Absent
carnivore,Present,40,40-49mm,3,Absent,Absent,Absent,Absent,Longitudinal,84,Acute,Absent
carnivore,Present,40,40-49mm,3,Absent,Absent,Absent,Absent,Longitudinal,87,Right,Absent
carnivore,Present,40,40-49mm,3,Absent,Absent,Absent,Absent,Oblique,112,Obtuse,Absent
carnivore,Present,43,40-49mm,2,Absent,Absent,Absent,Absent,Oblique,65,Acute,Absent
carnivore,Present,43,40-49mm,2,Absent,Absent,Absent,Absent,Oblique,73,Acute,Absent
carnivore,Present,44,40-49mm,2,Absent,Absent,Absent,Absent,Oblique,53,Acute,Absent
carnivore,Present,44,40-49mm,2,Absent,Absent,Absent,Absent,Longitudinal,54,Acute,Absent
carnivore,Present,44,40-49mm,2,Absent,Absent,Absent,Absent,Longitudinal,104,Obtuse,Absent
carnivore,Present,44,40-49mm,2,Absent,Absent,Absent,Absent,Longitudinal,105,Obtuse,Absent
carnivore,Present,44,40-49mm,3,Absent,Absent,Absent,Absent,Oblique,65,Acute,Absent
carnivore,Present,44,40-49mm,3,Absent,Absent,Absent,Absent,Oblique,85,Right,Absent
