Agent,Epiphysis,Length(mm),Interval(length),Number_of_planes,Notch,Notch_a,Notch_c,Notch_d,Fracture_plane,Angle,Type_of_angle,>4cm
Percussion,Absent,93,90-99mm,4,Absent,Absent,Absent,Absent,Oblique,117,Obtuse,Absent
Percussion,Absent,93,90-99mm,4,Present,Present,Absent,Absent,Longitudinal,98,Obtuse,Absent
Percussion,Absent,93,90-99mm,4,Present,Present,Absent,Absent,Oblique,101,Obtuse,Absent
Percussion,Absent,93,90-99mm,4,Absent,Absent,Absent,Absent,Longitudinal,89,Right,Present
Percussion,Absent,93,90-99mm,4,Absent,Absent,Absent,Absent,Longitudinal,96,Obtuse,Present
Percussion,Absent,93,90-99mm,4,Present,Present,Absent,Absent,Longitudinal,98,Obtuse,Present
Percussion,Absent,93,90-99mm,4,Present,Present,Absent,Absent,Oblique,136,Obtuse,Present
Percussion,Absent,96,90-99mm,1,Absent,Absent,Absent,Absent,Longitudinal,102,Obtuse,Absent
Percussion,Absent,96,90-99mm,2,Present,Absent,Present,Absent,Longitudinal,97,Obtuse,Present
Percussion,Absent,96,90-99mm,2,Present,Absent,Present,Absent,Oblique,127,Obtuse,Present
Percussion,Absent,96,90-99mm,2,Present,Present,Absent,Absent,Longitudinal,93,Right,Present
Percussion,Absent,96,90-99mm,2,Present,Present,Absent,Absent,Oblique,122,Obtuse,Present
Percussion,Absent,96,90-99mm,4,Absent,Absent,Absent,Absent,Oblique,82,Acute,Absent
Percussion,Absent,96,90-99mm,4,Absent,Absent,Absent,Absent,Oblique,78,Acute,Present
Percussion,Absent,96,90-99mm,4,Absent,Absent,Absent,Absent,Oblique,130,Obtuse,Present
Percussion,Absent,96,90-99mm,4,Absent,Absent,Absent,Absent,Longitudinal,140,Obtuse,Present
Percussion,Absent,97,90-99mm,2,Absent,Absent,Absent,Absent,Longitudinal,86,Right,Present
Percussion,Absent,97,90-99mm,2,Absent,Absent,Absent,Absent,Oblique,122,Obtuse,Present
Percussion,Absent,98,90-99mm,1,Absent,Absent,Absent,Absent,Oblique,108,Obtuse,Present
Percussion,Absent,99,90-99mm,2,Absent,Absent,Absent,Absent,Longitudinal,114,Obtuse,Absent
Percussion,Absent,99,90-99mm,2,Absent,Absent,Absent,Absent,Oblique,92,Right,Present
Percussion,Absent,100,100-149mm,3,Present,Absent,Absent,Absent,Longitudinal,85,Right,Present
Percussion,Absent,100,100-149mm,3,Present,Absent,Absent,Absent,Longitudinal,95,Right,Present
Percussion,Absent,100,100-149mm,3,Present,Absent,Absent,Absent,Oblique,119,Obtuse,Present
Percussion,Absent,101,100-149mm,4,Present,Absent,Absent,Present,Oblique,96,Obtuse,Absent
Percussion,Absent,101,100-149mm,4,Present,Absent,Absent,Present,Oblique,98,Obtuse,Absent
Percussion,Absent,101,100-149mm,4,Present,Absent,Absent,Present,Oblique,103,Obtuse,Absent
Percussion,Absent,101,100-149mm,4,Present,Absent,Absent,Present,Longitudinal,111,Obtuse,Present
Percussion,Absent,102,100-149mm,4,Absent,Absent,Absent,Absent,Oblique,76,Acute,Present
Percussion,Absent,102,100-149mm,4,Absent,Absent,Absent,Absent,Longitudinal,87,Right,Present
Percussion,Absent,102,100-149mm,4,Absent,Absent,Absent,Absent,Oblique,92,Right,Present
Percussion,Absent,102,100-149mm,4,Absent,Absent,Absent,Absent,Oblique,118,Obtuse,Present
Percussion,Absent,105,100-149mm,4,Present,Absent,Absent,Absent,Oblique,76,Acute,Absent
Percussion,Absent,105,100-149mm,4,Present,Absent,Absent,Absent,Oblique,94,Right,Absent
Percussion,Absent,105,100-149mm,4,Present,Absent,Absent,Absent,Longitudinal,61,Acute,Present
Percussion,Absent,105,100-149mm,4,Present,Absent,Absent,Absent,Oblique,114,Obtuse,Present
Percussion,Absent,107,100-149mm,2,Absent,Absent,Absent,Absent,Longitudinal,100,Obtuse,Present
Percussion,Absent,107,100-149mm,2,Absent,Absent,Absent,Absent,Longitudinal,102,Obtuse,Present
Percussion,Absent,109,100-149mm,3,Present,Absent,Absent,Absent,Oblique,45,Acute,Absent
Percussion,Absent,109,100-149mm,3,Present,Absent,Absent,Absent,Longitudinal,102,Obtuse,Present
Percussion,Absent,109,100-149mm,3,Present,Absent,Absent,Absent,Oblique,115,Obtuse,Present
Percussion,Absent,112,100-149mm,2,Absent,Absent,Absent,Absent,Longitudinal,131,Obtuse,Present
Percussion,Absent,112,100-149mm,2,Absent,Absent,Absent,Absent,Oblique,140,Obtuse,Present
Percussion,Absent,114,100-149mm,5,Absent,Absent,Absent,Absent,Oblique,70,Acute,Absent
Percussion,Absent,114,100-149mm,5,Absent,Absent,Absent,Absent,Oblique,67,Acute,Present
Percussion,Absent,114,100-149mm,5,Absent,Absent,Absent,Absent,Longitudinal,79,Acute,Present
Percussion,Absent,114,100-149mm,5,Absent,Absent,Absent,Absent,Longitudinal,90,Right,Present
Percussion,Absent,114,100-149mm,5,Absent,Absent,Absent,Absent,Oblique,105,Obtuse,Present
Percussion,Absent,115,100-149mm,2,Absent,Absent,Absent,Absent,Oblique,98,Obtuse,Present
Percussion,Absent,115,100-149mm,2,Absent,Absent,Absent,Absent,Oblique,118,Obtuse,Present
Percussion,Absent,127,100-149mm,2,Absent,Absent,Absent,Absent,Longitudinal,83,Acute,Present
Percussion,Absent,127,100-149mm,2,Absent,Absent,Absent,Absent,Longitudinal,84,Acute,Present
Percussion,Absent,133,100-149mm,3,Absent,Absent,Absent,Absent,Oblique,91,Right,Present
Percussion,Absent,133,100-149mm,3,Absent,Absent,Absent,Absent,Oblique,112,Obtuse,Present
Percussion,Absent,133,100-149mm,3,Absent,Absent,Absent,Absent,Longitudinal,116,Obtuse,Present
Percussion,Absent,174,150-199mm,3,Absent,Absent,Absent,Absent,Oblique,77,Acute,Present
Percussion,Absent,174,150-199mm,3,Absent,Absent,Absent,Absent,Longitudinal,80,Acute,Present
Percussion,Absent,174,150-199mm,3,Absent,Absent,Absent,Absent,Longitudinal,112,Obtuse,Present
Percussion,Absent,43,40-49mm,3,Present,Absent,Absent,Absent,Oblique,128,Obtuse,Absent
Percussion,Present,43,40-49mm,3,Absent,Absent,Absent,Absent,Oblique,54,Acute,Absent
Percussion,Present,43,40-49mm,3,Absent,Absent,Absent,Absent,Longitudinal,93,Right,Absent
Percussion,Present,43,40-49mm,3,Absent,Absent,Absent,Absent,Oblique,100,Obtuse,Absent
Percussion,Present,45,40-49mm,3,Present,Absent,Absent,Absent,Oblique,71,Acute,Absent
Percussion,Present,45,40-49mm,3,Present,Absent,Absent,Absent,Oblique,103,Obtuse,Present
Percussion,Present,45,40-49mm,3,Present,Absent,Absent,Absent,Oblique,115,Obtuse,Present
Percussion,Present,47,40-49mm,2,Absent,Absent,Absent,Absent,Longitudinal,93,Right,Absent
Percussion,Present,47,40-49mm,2,Absent,Absent,Absent,Absent,Oblique,118,Obtuse,Present
Percussion,Present,51,50-59mm,1,Absent,Absent,Absent,Absent,Longitudinal,99,Obtuse,Absent
Percussion,Present,52,50-59mm,1,Absent,Absent,Absent,Absent,Oblique,47,Acute,Absent
Percussion,Present,52,50-59mm,2,Absent,Absent,Absent,Absent,Longitudinal,104,Obtuse,Absent
Percussion,Present,52,50-59mm,2,Absent,Absent,Absent,Absent,Oblique,118,Obtuse,Absent
Percussion,Present,55,50-59mm,3,Absent,Absent,Absent,Absent,Oblique,80,Acute,Absent
Percussion,Present,55,50-59mm,3,Absent,Absent,Absent,Absent,Oblique,96,Obtuse,Absent
Percussion,Present,55,50-59mm,3,Absent,Absent,Absent,Absent,Oblique,97,Obtuse,Absent
Percussion,Present,59,50-59mm,1,Absent,Absent,Absent,Absent,Oblique,92,Right,Absent
Percussion,Present,59,50-59mm,1,Absent,Absent,Absent,Absent,Longitudinal,101,Obtuse,Absent
Percussion,Present,61,60-69mm,2,Absent,Absent,Absent,Absent,Longitudinal,95,Right,Present
Percussion,Present,61,60-69mm,2,Absent,Absent,Absent,Absent,Oblique,107,Obtuse,Present
Percussion,Present,62,60-69mm,2,Absent,Absent,Absent,Absent,Longitudinal,96,Obtuse,Absent
Percussion,Present,62,60-69mm,2,Absent,Absent,Absent,Absent,Longitudinal,91,Right,Present
Percussion,Present,65,60-69mm,1,Present,Absent,Absent,Absent,Longitudinal,96,Obtuse,Present
Percussion,Present,66,60-69mm,1,Present,Absent,Absent,Absent,Longitudinal,100,Obtuse,Present
Percussion,Present,70,70-79mm,2,Absent,Absent,Absent,Absent,Oblique,55,Acute,Absent
Percussion,Present,70,70-79mm,2,Absent,Absent,Absent,Absent,Oblique,65,Acute,Absent
Percussion,Present,70,70-79mm,2,Absent,Absent,Absent,Absent,Oblique,97,Obtuse,Absent
Percussion,Present,70,70-79mm,2,Absent,Absent,Absent,Absent,Oblique,115,Obtuse,Absent
Percussion,Present,70,70-79mm,2,Absent,Absent,Absent,Absent,Longitudinal,82,Acute,Present
Percussion,Present,70,70-79mm,2,Absent,Absent,Absent,Absent,Oblique,119,Obtuse,Present
Percussion,Present,71,70-79mm,1,Absent,Absent,Absent,Absent,Oblique,77,Acute,Present
Percussion,Present,71,70-79mm,2,Absent,Absent,Absent,Absent,Longitudinal,100,Obtuse,Absent
Percussion,Present,71,70-79mm,2,Absent,Absent,Absent,Absent,Longitudinal,116,Obtuse,Present
Percussion,Present,74,70-79mm,1,Absent,Absent,Absent,Absent,Oblique,42,Acute,Absent
Percussion,Present,74,70-79mm,2,Absent,Absent,Absent,Absent,Longitudinal,85,Right,Absent
Percussion,Present,74,70-79mm,2,Absent,Absent,Absent,Absent,Oblique,86,Right,Absent
Percussion,Present,77,70-79mm,1,Absent,Absent,Absent,Absent,Oblique,103,Obtuse,Present
Percussion,Present,78,70-79mm,2,Absent,Absent,Absent,Absent,Oblique,108,Obtuse,Absent
Percussion,Present,78,70-79mm,2,Absent,Absent,Absent,Absent,Longitudinal,101,Obtuse,Present
Percussion,Present,78,70-79mm,3,Absent,Absent,Absent,Absent,Longitudinal,92,Right,Absent
Percussion,Present,78,70-79mm,3,Absent,Absent,Absent,Absent,Longitudinal,104,Obtuse,Absent
Percussion,Present,78,70-79mm,3,Absent,Absent,Absent,Absent,Oblique,123,Obtuse,Absent
Percussion,Present,79,70-79mm,3,Present,Absent,Absent,Absent,Oblique,80,Acute,Absent
Percussion,Present,79,70-79mm,3,Present,Absent,Absent,Absent,Longitudinal,99,Obtuse,Absent
Percussion,Present,79,70-79mm,3,Present,Absent,Absent,Absent,Oblique,110,Obtuse,Absent
Percussion,Present,79,70-79mm,3,Present,Absent,Absent,Absent,Longitudinal,74,Acute,Present
Percussion,Present,79,70-79mm,3,Present,Absent,Absent,Absent,Longitudinal,103,Obtuse,Present
Percussion,Present,79,70-79mm,3,Present,Absent,Absent,Absent,Longitudinal,110,Obtuse,Present
Percussion,Present,80,80-89mm,3,Absent,Absent,Absent,Absent,Oblique,62,Acute,Absent
Percussion,Present,80,80-89mm,3,Absent,Absent,Absent,Absent,Longitudinal,85,Right,Present
Percussion,Present,80,80-89mm,3,Absent,Absent,Absent,Absent,Longitudinal,87,Right,Present
Percussion,Present,83,80-89mm,3,Absent,Absent,Absent,Absent,Oblique,83,Acute,Absent
Percussion,Present,83,80-89mm,3,Absent,Absent,Absent,Absent,Longitudinal,89,Right,Present
Percussion,Present,83,80-89mm,3,Absent,Absent,Absent,Absent,Longitudinal,92,Right,Present
Percussion,Present,83,80-89mm,4,Absent,Absent,Absent,Absent,Oblique,84,Acute,Absent
Percussion,Present,83,80-89mm,4,Absent,Absent,Absent,Absent,Longitudinal,108,Obtuse,Absent
Percussion,Present,83,80-89mm,4,Absent,Absent,Absent,Absent,Longitudinal,113,Obtuse,Absent
Percussion,Present,83,80-89mm,4,Absent,Absent,Absent,Absent,Oblique,123,Obtuse,Present
Percussion,Present,84,80-89mm,1,Present,Present,Absent,Absent,Oblique,76,Acute,Absent
Percussion,Present,85,80-89mm,1,Absent,Absent,Absent,Absent,Oblique,97,Obtuse,Present
Percussion,Present,86,80-89mm,1,Absent,Absent,Absent,Absent,Longitudinal,81,Acute,Absent
Percussion,Present,86,80-89mm,2,Absent,Absent,Absent,Absent,Longitudinal,39,Acute,Absent
Percussion,Present,86,80-89mm,2,Absent,Absent,Absent,Absent,Longitudinal,89,Right,Absent
Percussion,Present,89,80-89mm,1,Absent,Absent,Absent,Absent,Oblique,62,Acute,Absent
Percussion,Present,94,90-99mm,2,Absent,Absent,Absent,Absent,Longitudinal,107,Obtuse,Absent
Percussion,Present,94,90-99mm,2,Absent,Absent,Absent,Absent,Oblique,129,Obtuse,Absent
Percussion,Present,100,100-149mm,2,Absent,Absent,Absent,Absent,Longitudinal,87,Right,Absent
Percussion,Present,100,100-149mm,2,Absent,Absent,Absent,Absent,Oblique,118,Obtuse,Absent
Percussion,Present,100,100-149mm,2,Absent,Absent,Absent,Absent,Longitudinal,90,Right,Present
Percussion,Present,100,100-149mm,2,Absent,Absent,Absent,Absent,Longitudinal,97,Obtuse,Present
Percussion,Present,101,100-149mm,2,Absent,Absent,Absent,Absent,Oblique,70,Acute,Absent
Percussion,Present,101,100-149mm,2,Absent,Absent,Absent,Absent,Longitudinal,90,Right,Absent
Percussion,Present,107,100-149mm,2,Absent,Absent,Absent,Absent,Oblique,68,Acute,Present
Percussion,Present,107,100-149mm,2,Absent,Absent,Absent,Absent,Oblique,79,Acute,Present
Percussion,Present,124,100-149mm,2,Absent,Absent,Absent,Absent,Oblique,74,Acute,Present
Percussion,Present,124,100-149mm,2,Absent,Absent,Absent,Absent,Oblique,80,Acute,Present
Percussion,Present,158,150-199mm,2,Absent,Absent,Absent,Absent,Oblique,88,Right,Absent
Percussion,Present,158,150-199mm,2,Absent,Absent,Absent,Absent,Longitudinal,85,Right,Present
